Name,StatCast_ID,FanGraphs_ID
Andrew Vaughn,683734,26197
Andrew Vaughn,683734,26197
Andrew Velazquez,623205,14196
Andrew Velazquez,623205,14196
Andrew Velazquez,623205,14196
Andrew Velazquez,623205,14196
Andrew Velazquez,623205,14196
Andrew Velazquez,623205,14196
Andrew Young,670370,19521
Andrew Young,670370,19521
Andruw Monasterio,655316,19455
Andruw Monasterio,655316,19455
Andruw Monasterio,655316,19455
Andrés Blanco,433217,1907
Andrés Blanco,433217,1907
Andrés Blanco,433217,1907
Andrés Giménez,665926,19950
Andrés Giménez,665926,19950
Andrés Giménez,665926,19950
Andrés Giménez,665926,19950
Andrés Giménez,665926,19950
Andrés Giménez,665926,19950
Andy Burns,542992,12779
Andy Ibáñez,628451,18819
Andy Ibáñez,628451,18819
Andy Ibáñez,628451,18819
Andy Ibáñez,628451,18819
Andy Ibáñez,628451,18819
Andy Wilkins,519421,11251
Anthony Alford,546990,14329
Anthony Alford,546990,14329
Anthony Alford,546990,14329
Anthony Alford,546990,14329
Anthony Bemboom,621532,13854
Anthony Bemboom,621532,13854
Anthony Bemboom,621532,13854
Anthony Bemboom,621532,13854
Anthony Bemboom,621532,13854
Anthony DeSclafani,543101,13050
Anthony DeSclafani,543101,13050
Anthony DeSclafani,543101,13050
Anthony DeSclafani,543101,13050
Anthony DeSclafani,543101,13050
Anthony Gose,543238,5097
Anthony Gose,543238,5097
Anthony Recker,489232,4063
Anthony Recker,489232,4063
Anthony Rendon,543685,12861
Anthony Rendon,543685,12861
Anthony Rendon,543685,12861
Anthony Rendon,543685,12861
Anthony Rendon,543685,12861
Anthony Rendon,543685,12861
Anthony Rendon,543685,12861
Anthony Rendon,543685,12861
Anthony Rendon,543685,12861
Anthony Rendon,543685,12861
Anthony Rizzo,519203,3473
Anthony Rizzo,519203,3473
Anthony Rizzo,519203,3473
Anthony Rizzo,519203,3473
Anthony Rizzo,519203,3473
Anthony Rizzo,519203,3473
Anthony Rizzo,519203,3473
Anthony Rizzo,519203,3473
Anthony Rizzo,519203,3473
Anthony Rizzo,519203,3473
Anthony Santander,623993,14551
Anthony Santander,623993,14551
Anthony Santander,623993,14551
Anthony Santander,623993,14551
Anthony Santander,623993,14551
Anthony Santander,623993,14551
Anthony Santander,623993,14551
Anthony Santander,623993,14551
Anthony Santander,623993,14551
Anthony Volpe,683011,27647
Anthony Volpe,683011,27647
Anthony Volpe,683011,27647
Antonio Senzatela,622608,15488
Antonio Senzatela,622608,15488
Antonio Senzatela,622608,15488
Antonio Senzatela,622608,15488
Aníbal Sánchez,434671,3284
Aníbal Sánchez,434671,3284
Aramis Garcia,605244,16925
Aramis Garcia,605244,16925
Aramis Garcia,605244,16925
Aramis Garcia,605244,16925
Aramis Ramirez,133380,1002
Archie Bradley,605151,12918
Archie Bradley,605151,12918
Arismendy Alcántara,570489,10711
Arismendy Alcántara,570489,10711
Arismendy Alcántara,570489,10711
Aristides Aquino,606157,15482
Aristides Aquino,606157,15482
Aristides Aquino,606157,15482
Aristides Aquino,606157,15482
Asdrúbal Cabrera,452678,4962
Asdrúbal Cabrera,452678,4962
Asdrúbal Cabrera,452678,4962
Asdrúbal Cabrera,452678,4962
Asdrúbal Cabrera,452678,4962
Asdrúbal Cabrera,452678,4962
Asdrúbal Cabrera,452678,4962
Asher Wojciechowski,592879,10836
Austin Allen,664119,18083
Austin Allen,664119,18083
Austin Allen,664119,18083
Austin Barnes,605131,12158
Austin Barnes,605131,12158
Austin Barnes,605131,12158
Austin Barnes,605131,12158
Austin Barnes,605131,12158
Austin Barnes,605131,12158
Austin Barnes,605131,12158
Austin Barnes,605131,12158
Austin Barnes,605131,12158
Austin Barnes,605131,12158
Austin Barnes,605131,12158
Austin Dean,621573,18288
Austin Dean,621573,18288
Austin Dean,621573,18288
Austin Gomber,596295,16561
Austin Gomber,596295,16561
Austin Hays,669720,19363
Austin Hays,669720,19363
Austin Hays,669720,19363
Austin Hays,669720,19363
Austin Hays,669720,19363
Austin Hays,669720,19363
Austin Hays,669720,19363
Austin Hays,669720,19363
Austin Hedges,595978,12976
Austin Hedges,595978,12976
Austin Hedges,595978,12976
Austin Hedges,595978,12976
Austin Hedges,595978,12976
Austin Hedges,595978,12976
Austin Hedges,595978,12976
Austin Hedges,595978,12976
Austin Hedges,595978,12976
Austin Hedges,595978,12976
Austin Hedges,595978,12976
Austin Jackson,457706,9848
Austin Jackson,457706,9848
Austin Jackson,457706,9848
Austin Jackson,457706,9848
Austin Martin,668885,27462
Austin Martin,668885,27462
Austin Meadows,640457,15672
Austin Meadows,640457,15672
Austin Meadows,640457,15672
Austin Meadows,640457,15672
Austin Meadows,640457,15672
Austin Meadows,640457,15672
Austin Nola,543592,15941
Austin Nola,543592,15941
Austin Nola,543592,15941
Austin Nola,543592,15941
Austin Nola,543592,15941
Austin Nola,543592,15941
Austin Riley,663586,18360
Austin Riley,663586,18360
Austin Riley,663586,18360
Austin Riley,663586,18360
Austin Riley,663586,18360
Austin Riley,663586,18360
Austin Riley,663586,18360
Austin Romine,519222,5491
Austin Romine,519222,5491
Austin Romine,519222,5491
Austin Romine,519222,5491
Austin Romine,519222,5491
Austin Romine,519222,5491
Austin Romine,519222,5491
Austin Shenton,668853,25425
Austin Slater,596103,16153
Austin Slater,596103,16153
Austin Slater,596103,16153
Austin Slater,596103,16153
Austin Slater,596103,16153
Austin Slater,596103,16153
Austin Slater,596103,16153
Austin Slater,596103,16153
Austin Slater,596103,16153
Austin Voth,608723,15047
Austin Wells,669224,27562
Austin Wells,669224,27562
Austin Wells,669224,27562
Austin Wynns,642851,15271
Austin Wynns,642851,15271
Austin Wynns,642851,15271
Austin Wynns,642851,15271
Austin Wynns,642851,15271
Austin Wynns,642851,15271
Austin Wynns,642851,15271
Avisaíl García,541645,5760
Avisaíl García,541645,5760
Avisaíl García,541645,5760
Avisaíl García,541645,5760
Avisaíl García,541645,5760
Avisaíl García,541645,5760
Avisaíl García,541645,5760
Avisaíl García,541645,5760
Avisaíl García,541645,5760
Avisaíl García,541645,5760
B.J. Upton Jr.,425834,5015
B.J. Upton Jr.,425834,5015
Bartolo Colon,112526,375
Bartolo Colon,112526,375
Bartolo Colon,112526,375
Beau Taylor,607333,12384
Beau Taylor,607333,12384
Ben DeLuzio,641512,19644
Ben Gamel,592325,12160
Ben Gamel,592325,12160
Ben Gamel,592325,12160
Ben Gamel,592325,12160
Ben Gamel,592325,12160
Ben Gamel,592325,12160
Ben Gamel,592325,12160
Ben Gamel,592325,12160
Ben Gamel,592325,12160
Ben Lively,594902,14932
Ben Paulsen,572019,9741
Ben Paulsen,572019,9741
Ben Revere,519184,4712
Ben Revere,519184,4712
Ben Revere,519184,4712
Ben Rortvedt,666163,20287
Ben Rortvedt,666163,20287
Ben Rortvedt,666163,20287
Ben Rortvedt,666163,20287
Ben Zobrist,450314,7435
Ben Zobrist,450314,7435
Ben Zobrist,450314,7435
Ben Zobrist,450314,7435
Ben Zobrist,450314,7435
Billy Burns,542993,12701
Billy Burns,542993,12701
Billy Butler,456714,7399
Billy Butler,456714,7399
Billy Hamilton,571740,10199
Billy Hamilton,571740,10199
Billy Hamilton,571740,10199
Billy Hamilton,571740,10199
Billy Hamilton,571740,10199
Billy Hamilton,571740,10199
Billy Hamilton,571740,10199
Billy Hamilton,571740,10199
Billy McKinney,641856,15654
Billy McKinney,641856,15654
Billy McKinney,641856,15654
Billy McKinney,641856,15654
Billy McKinney,641856,15654
Billy McKinney,641856,15654
Blake Lalli,503351,9246
Blake Perkins,663368,19921
Blake Perkins,663368,19921
Blake Perkins,663368,19921
Blake Rutherford,666164,19957
Blake Sabol,666165,25805
Blake Sabol,666165,25805
Blake Sabol,666165,25805
Blake Snell,605483,13543
Blake Swihart,596119,13176
Blake Swihart,596119,13176
Blake Swihart,596119,13176
Blake Swihart,596119,13176
Blake Trahan,664167,17588
Blaze Alexander,677942,23789
Blaze Alexander,677942,23789
Bligh Madris,676632,20054
Bligh Madris,676632,20054
Bligh Madris,676632,20054
Bo Bichette,666182,19612
Bo Bichette,666182,19612
Bo Bichette,666182,19612
Bo Bichette,666182,19612
Bo Bichette,666182,19612
Bo Bichette,666182,19612
Bo Bichette,666182,19612
Bo Naylor,666310,21865
Bo Naylor,666310,21865
Bo Naylor,666310,21865
Bobby Bradley,656252,17278
Bobby Bradley,656252,17278
Bobby Bradley,656252,17278
Bobby Dalbec,666915,19966
Bobby Dalbec,666915,19966
Bobby Dalbec,666915,19966
Bobby Dalbec,666915,19966
Bobby Dalbec,666915,19966
Bobby Dalbec,666915,19966
Bobby Wilson,435064,6564
Bobby Wilson,435064,6564
Bobby Wilson,435064,6564
Bobby Wilson,435064,6564
Bobby Witt Jr.,677951,25764
Bobby Witt Jr.,677951,25764
Bobby Witt Jr.,677951,25764
Bobby Witt Jr.,677951,25764
Boog Powell,621471,15103
Boog Powell,621471,15103
Brad Hand,543272,9111
Brad Keller,641745,15734
Brad Miller,543543,12775
Brad Miller,543543,12775
Brad Miller,543543,12775
Brad Miller,543543,12775
Brad Miller,543543,12775
Brad Miller,543543,12775
Brad Miller,543543,12775
Brad Miller,543543,12775
Brad Miller,543543,12775
Braden Bishop,623323,17806
Braden Bishop,623323,17806
Braden Shewmake,669699,25817
Braden Shipley,640463,15158
Bradley Zimmer,605548,16221
Bradley Zimmer,605548,16221
Bradley Zimmer,605548,16221
Bradley Zimmer,605548,16221
Bradley Zimmer,605548,16221
Bradley Zimmer,605548,16221
Brandon Barnes,488681,629
Brandon Barnes,488681,629
Brandon Barnes,488681,629
Brandon Belt,474832,10264
Brandon Belt,474832,10264
Brandon Belt,474832,10264
Brandon Belt,474832,10264
Brandon Belt,474832,10264
Brandon Belt,474832,10264
Brandon Belt,474832,10264
Brandon Belt,474832,10264
Brandon Belt,474832,10264
Brandon Crawford,543063,5343
Brandon Crawford,543063,5343
Brandon Crawford,543063,5343
Brandon Crawford,543063,5343
Brandon Crawford,543063,5343
Brandon Crawford,543063,5343
Brandon Crawford,543063,5343
Brandon Crawford,543063,5343
Brandon Crawford,543063,5343
Brandon Crawford,543063,5343
Brandon Dixon,641525,15214
Brandon Dixon,641525,15214
Brandon Dixon,641525,15214
Brandon Dixon,641525,15214
Brandon Dixon,641525,15214
Brandon Drury,592273,11615
Brandon Drury,592273,11615
Brandon Drury,592273,11615
Brandon Drury,592273,11615
Brandon Drury,592273,11615
Brandon Drury,592273,11615
Brandon Drury,592273,11615
Brandon Drury,592273,11615
Brandon Drury,592273,11615
Brandon Drury,592273,11615
Brandon Finnegan,605232,16208
Brandon Guyer,446386,2636
Brandon Guyer,446386,2636
Brandon Guyer,446386,2636
Brandon Guyer,446386,2636
Brandon Lowe,664040,18882
Brandon Lowe,664040,18882
Brandon Lowe,664040,18882
Brandon Lowe,664040,18882
Brandon Lowe,664040,18882
Brandon Lowe,664040,18882
Brandon Lowe,664040,18882
Brandon Lowe,664040,18882
Brandon Marsh,669016,20202
Brandon Marsh,669016,20202
Brandon Marsh,669016,20202
Brandon Marsh,669016,20202
Brandon Marsh,669016,20202
Brandon McCarthy,435221,4662
Brandon McCarthy,435221,4662
Brandon McCarthy,435221,4662
Brandon Morrow,453344,9346
Brandon Moss,461235,4467
Brandon Moss,461235,4467
Brandon Moss,461235,4467
Brandon Nimmo,607043,12927
Brandon Nimmo,607043,12927
Brandon Nimmo,607043,12927
Brandon Nimmo,607043,12927
Brandon Nimmo,607043,12927
Brandon Nimmo,607043,12927
Brandon Nimmo,607043,12927
Brandon Nimmo,607043,12927
Brandon Nimmo,607043,12927
Brandon Nimmo,607043,12927
Brandon Phillips,408252,791
Brandon Phillips,408252,791
Brandon Phillips,408252,791
Brandon Phillips,408252,791
Brandon Snyder,474319,9856
Brandon Woodruff,605540,16162
Brandon Woodruff,605540,16162
Brandon Woodruff,605540,16162
Brandon Woodruff,605540,16162
Braxton Garrett,666129,21844
Braxton Lee,657658,16839
Brayan Peña,430910,3231
Brayan Peña,430910,3231
Brayan Rocchio,677587,23690
Brayan Rocchio,677587,23690
Brayan Rocchio,677587,23690
Brendan Donovan,680977,24679
Brendan Donovan,680977,24679
Brendan Donovan,680977,24679
Brendan Donovan,680977,24679
Brendan McKay,656713,20186
Brendan Rodgers,663898,17907
Brendan Rodgers,663898,17907
Brendan Rodgers,663898,17907
Brendan Rodgers,663898,17907
Brendan Rodgers,663898,17907
Brendan Rodgers,663898,17907
Brendan Rodgers,663898,17907
Brendan Ryan,453895,6073
Brendan Ryan,453895,6073
Brendon Davis,663478,18587
Brennan Boesch,453269,914
Brent Rooker Jr.,667670,19627
Brent Rooker Jr.,667670,19627
Brent Rooker Jr.,667670,19627
Brent Rooker Jr.,667670,19627
Brent Rooker Jr.,667670,19627
Brent Rooker Jr.,667670,19627
Brent Suter,608718,13942
Brent Suter,608718,13942
Brenton Doyle,686668,25479
Brenton Doyle,686668,25479
Brenton Doyle,686668,25479
Brett Anderson,474463,8223
Brett Anderson,474463,8223
Brett Baty,683146,26123
Brett Baty,683146,26123
Brett Baty,683146,26123
Brett Baty,683146,26123
Brett Eibner,518649,11369
Brett Eibner,518649,11369
Brett Gardner,458731,9927
Brett Gardner,458731,9927
Brett Gardner,458731,9927
Brett Gardner,458731,9927
Brett Gardner,458731,9927
Brett Gardner,458731,9927
Brett Gardner,458731,9927
Brett Hayes,451109,4293
Brett Lawrie,543434,5247
Brett Lawrie,543434,5247
Brett Nicholas,592592,11192
Brett Nicholas,592592,11192
Brett Phillips,621433,14735
Brett Phillips,621433,14735
Brett Phillips,621433,14735
Brett Phillips,621433,14735
Brett Phillips,621433,14735
Brett Phillips,621433,14735
Brett Phillips,621433,14735
Brett Sullivan,664954,18217
Brett Sullivan,664954,18217
Brett Wallace,477165,8434
Brett Wallace,477165,8434
Brett Wisely,689172,27735
Brett Wisely,689172,27735
Brett Wisely,689172,27735
Breyvic Valera,591971,12758
Breyvic Valera,591971,12758
Breyvic Valera,591971,12758
Breyvic Valera,591971,12758
Brian Anderson,605119,18289
Brian Anderson,605119,18289
Brian Anderson,605119,18289
Brian Anderson,605119,18289
Brian Anderson,605119,18289
Brian Anderson,605119,18289
Brian Anderson,605119,18289
Brian Bogusevic,460131,4719
Brian Dozier,572821,9810
Brian Dozier,572821,9810
Brian Dozier,572821,9810
Brian Dozier,572821,9810
Brian Dozier,572821,9810
Brian Dozier,572821,9810
Brian Goodwin,571718,12858
Brian Goodwin,571718,12858
Brian Goodwin,571718,12858
Brian Goodwin,571718,12858
Brian Goodwin,571718,12858
Brian Goodwin,571718,12858
Brian McCann,435263,4810
Brian McCann,435263,4810
Brian McCann,435263,4810
Brian McCann,435263,4810
Brian McCann,435263,4810
Brian Miller,675649,20047
Brian O'Grady,657434,16729
Brian O'Grady,657434,16729
Brian O'Keefe,657247,16680
Brian Serven,661531,19422
Brian Serven,661531,19422
Brian Serven,661531,19422
Brice Turang,668930,22186
Brice Turang,668930,22186
Brice Turang,668930,22186
Brock Holt,571788,9345
Brock Holt,571788,9345
Brock Holt,571788,9345
Brock Holt,571788,9345
Brock Holt,571788,9345
Brock Holt,571788,9345
Brock Holt,571788,9345
Brock Stassi,595426,12244
