Season,Name,Team,Level,Age,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,PlayerId
2016,"Kendall Coleman","NYY","A-",21,221,0.140271493,0.248868778,0.563636363,0.193548387,0.307692307,0.236559139,0.544251446,0.043010752,3.3765255378858,0.268656716,-0.3449933757074177,17.501104769356715,-6.325756090633405,0.2771495815315937,75.70188323624681,"sa737944"
2017,"Kendall Coleman","NYY","A-",22,239,0.092050209,0.271966527,0.338461538,0.211538461,0.294117647,0.322115384,0.616233031,0.110576923,3.5767367480783157,0.284722222,-2.306113184589776,22.681849204483246,-3.36223397356012,0.2950878505465351,90.52531852507943,"sa737944"
2015,"Zach Mathieu","NYM","A-",23,213,0.046948356,0.244131455,0.192307692,0.20603015,0.253521126,0.346733668,0.600254794,0.140703518,1.8781496271069018,0.256944444,-0.4062617171439342,18.442043741764074,-5.481309743998999,0.2836909593550812,81.84091536243288,"sa738163"
2015,"Randolph Gassaway","BAL","A-",20,245,0.053061224,0.195918367,0.270833333,0.273127753,0.318367346,0.334801762,0.653169108,0.061674009,1.855017229128639,0.342541436,-0.8110121534264181,25.970804416142062,-1.5466679031628818,0.3105426604141954,96.6157131094368,"sa738195"
2015,"Sean Hurley","TOR","A-",23,289,0.134948096,0.269896193,0.5,0.253061224,0.363321799,0.440816326,0.804138125,0.187755102,6.3686311684282115,0.333333333,-0.33293910324573517,45.49891366219649,10.894057431877947,0.3767278964320819,132.0954907990396,"sa738326"
2016,"Nick Zammarelli III","SEA","A-",21,284,0.088028169,0.235915492,0.373134328,0.329411764,0.39084507,0.466666666,0.857511736,0.137254902,3.9933287702264915,0.427027027,-0.5603626342490315,49.69512886736597,14.349058965184351,0.4023180475504575,137.5370042464451,"sa738401"
2015,"Venn Biter","PHI","A-",20,243,0.0781893,0.205761316,0.38,0.264840182,0.323651452,0.374429223,0.698080675,0.109589041,6.748396331211932,0.331360946,0.5939096346264705,29.026575505645823,1.7337356134372495,0.3291356089214484,108.15521822117427,"sa738444"
2016,"Wesley Jones","COL","A-",20,246,0.077235772,0.146341463,0.527777777,0.301801801,0.357723577,0.373873873,0.73159745,0.072072072,2.729429196880843,0.351063829,-1.163349008653313,33.28619037513992,2.6695241922642836,0.35072591997743624,100.61110190014367,"sa738481"
2015,"Angel Moreno","TBR","A-",18,244,0.028688524,0.229508196,0.125,0.269565217,0.300411522,0.42173913,0.722150652,0.152173913,5.840841317271009,0.344827586,-1.9901160778535996,30.245734652540943,2.840578546784181,0.33536706711529707,110.38986964064699,"sa738494"
2015,"Drew Bridges","NYY","A-",20,204,0.078431372,0.289215686,0.27118644,0.21081081,0.274509803,0.318918918,0.593428721,0.108108108,2.3706181275227998,0.282258064,-0.40898202269454487,17.485181786717913,-5.427325777111509,0.2824871287557292,77.71444421383625,"sa738556"
2016,"Drew Bridges","NYY","A-",21,294,0.091836734,0.231292517,0.397058823,0.257692307,0.320819112,0.376923076,0.697742188,0.119230769,2.8064299814509477,0.321243523,-0.17660378431901336,34.68910242670609,2.9918305134160637,0.3322886775784932,111.72190240713141,"sa738556"
2015,"Rod Boykin","SDP","A-",20,279,0.100358422,0.304659498,0.329411764,0.25,0.335740072,0.352459016,0.688199088,0.102459016,8.638699316436211,0.369426751,1.6445354726165533,34.210859451761635,0.803403091004288,0.3305699489607277,109.09890363437775,"sa738567"
2016,"Ricardo Bautista","STL","A-",20,260,0.088461538,0.315384615,0.280487804,0.248927038,0.319230769,0.360515021,0.67974579,0.111587983,5.145001417096259,0.370860927,0.034045342123135924,29.358513292183595,1.3269122804305133,0.32507961804342084,102.78214146058266,"sa738574"
2017,"Kacy Clemens","TOR","A-",22,269,0.14126394,0.19330855,0.73076923,0.273913043,0.379182156,0.413043478,0.792225634,0.139130435,5.721590531398224,0.339080459,0.9764817417599261,43.42754798677409,9.724347870020507,0.3729260554987259,130.11508222335036,"sa738624"
2015,"John Riley","SFG","A-",21,229,0.144104803,0.283842794,0.507692307,0.246073298,0.364035087,0.37696335,0.740998437,0.130890052,3.946075633073423,0.344262295,-0.024319777265191078,32.65511173154207,5.234654718590697,0.35705761167041045,110.87391056807891,"sa738650"
2016,"Jeremy Martinez","STL","A-",21,235,0.136170212,0.068085106,2,0.324742268,0.418803418,0.43298969,0.851793108,0.108247422,3.5355963828854096,0.34065934,-0.3950431940611452,39.861021466714156,14.52476670609118,0.4056630722987346,155.42387437299075,"sa738674"
2016,"Michael Reed","SDP","A-",21,231,0.095238095,0.229437229,0.415094339,0.253658536,0.326086956,0.336585365,0.662672321,0.082926829,8.097391285867586,0.337662337,0.6011457955464721,25.833752349668067,-2.9160439440078334,0.3201979484247125,96.65056487240408,"sa738683"
2015,"Jordan Cowan","SEA","A-",20,233,0.107296137,0.163090128,0.657894736,0.253807106,0.34375,0.345177664,0.688927664,0.091370558,6.026180055459238,0.310126582,-1.7718060594052076,28.963917079484542,1.0645001187086902,0.33280928193458487,100.66216352439774,"sa738703"
2016,"JaVon Shelby","OAK","A-",21,219,0.114155251,0.232876712,0.490196078,0.18556701,0.278538812,0.30927835,0.587817162,0.12371134,2.8029041733134017,0.224637681,-0.6504991056863219,19.207216691332977,-4.4040164685667325,0.2892485612059293,81.34338048733171,"sa738714"
2016,"Willie Abreu","COL","A-",21,246,0.101626016,0.239837398,0.423728813,0.234741784,0.318367346,0.394366197,0.712733543,0.159624413,6.76690787472047,0.289473684,0.09899738058447838,29.95884027558718,-0.6578259072884572,0.33313654724953107,89.73730525754783,"sa738883"
2016,"Elier Rodriguez","STL","A-",21,206,0.092233009,0.184466019,0.5,0.278688524,0.35609756,0.355191256,0.711288816,0.076502732,3.649098750750496,0.342657342,0.4340453480836004,26.405813757149833,4.196160647837775,0.3467747926712036,116.95467351195576,"sa738889"
2016,"J.B. Woodman","TOR","A-",21,232,0.129310344,0.310344827,0.416666666,0.271794871,0.375,0.42051282,0.79551282,0.148717949,5.956368222019268,0.406504065,0.9085465339012444,36.41268322579556,7.538428939506343,0.3788691795077817,128.16218718639885,"sa738989"
2016,"Ryan Kirby","SFG","A-",21,223,0.098654708,0.219730941,0.448979591,0.260204081,0.345291479,0.397959183,0.743250662,0.137755102,3.367555260665047,0.331034482,-0.8619210012257099,30.593999312335942,2.8398669595665678,0.35317476617323385,99.83059142365055,"sa739014"
2017,"Ryan Kirby","SFG","A-",22,324,0.108024691,0.179012345,0.603448275,0.278985507,0.361111111,0.423913043,0.785024154,0.144927536,4.527356373028743,0.316513761,0.00852587167173624,48.94089371572102,8.346704727512245,0.3595795022364346,111.32229352391778,"sa739014"
2015,"Fernery Ozuna","ARI","A-",19,218,0.055045871,0.188073394,0.292682926,0.23880597,0.276497695,0.383084577,0.659582272,0.144278607,8.59387253742068,0.279503105,2.106893850490451,22.272364225534957,-3.830952930899102,0.303454422731004,91.32230423345791,"sa739259"
2015,"Jose Pujols","PHI","A-",19,286,0.087412587,0.283216783,0.308641975,0.23828125,0.311188811,0.359375,0.670563811,0.12109375,5.782556976110019,0.329479768,-0.6044934339588508,32.323487389673176,0.20105031489271347,0.32024297097346166,102.42449976814223,"sa739662"
2016,"Rodrigo Orozco","TOR","A-",21,223,0.134529147,0.130044843,1.034482758,0.240641711,0.348416289,0.288770053,0.637186342,0.048128342,3.191443050627059,0.28125,-1.4185425620526075,24.977219359824613,-2.77691299294476,0.32042037685532376,92.0289831274649,"sa740813"
2015,"Luis Veras","ARI","A-",21,241,0.024896265,0.174273858,0.142857142,0.275862068,0.3,0.379310344,0.679310344,0.103448276,3.387241152737419,0.329787234,-0.9730505011975765,27.13638451135377,-1.7209523450710398,0.3172851840655009,100.03110566854197,"sa740961"
2016,"Antony Brito","COL","A-",21,213,0.084507042,0.169014084,0.5,0.242105263,0.306603773,0.294736842,0.601340615,0.052631579,1.8769500329178732,0.29299363,-0.8553582252934575,19.155416652966327,-7.354135773669893,0.29171477166397314,64.13025426942308,"sa747591"
2017,"Walter Rasquin","NYM","A-",21,265,0.049056603,0.150943396,0.325,0.300411522,0.34090909,0.407407407,0.748316497,0.106995885,7.432933382493064,0.349514563,3.3062932016619015,35.44571944638228,6.568388725957628,0.3496978822316507,128.69918577511714,"sa754712"
2016,"Angel Perez","TBR","A-",21,238,0.042016806,0.201680672,0.208333333,0.274774774,0.31779661,0.391891891,0.709688501,0.117117117,7.38423464075807,0.346820809,-0.40089856274425983,28.623827490803183,2.964131180044591,0.33552605370257765,111.0581237563747,"sa755474"
2017,"Angel Perez","TBR","A-",22,236,0.050847457,0.216101694,0.235294117,0.29090909,0.330508474,0.386363636,0.71687211,0.095454546,5.253444318522277,0.363095238,-0.5677851466170978,29.669090725807713,3.95192072573142,0.3383962673656011,114.37564879211419,"sa755474"
2017,"Jose Alejandro Gonzalez","CHC","A-",21,209,0.062200956,0.244019138,0.25490196,0.203125,0.256038647,0.296875,0.552913647,0.09375,6.431385044294538,0.274647887,-0.22538749501109123,15.292943412911022,-10.892814298618712,0.2595240594684214,65.78612825841704,"sa826651"
2016,"Wladimir Galindo","CHC","A-",19,283,0.116607773,0.286219081,0.407407407,0.242914979,0.336879432,0.461538461,0.798417893,0.218623482,6.923040495226053,0.324840764,0.3932725670747459,43.07524677435933,7.853634864791021,0.3727027120742392,129.69723293142553,"sa826652"
2017,"Greifer Andrade","SEA","A-",20,219,0.02283105,0.260273972,0.087719298,0.29468599,0.304147465,0.420289855,0.72443732,0.125603865,1.874414515,0.373333333,0.10893933940678835,27.644392507551842,0.20572772848480309,0.327689738042893,95.56823969651263,"sa826675"
2017,"Eugene Helder","SEA","A-",21,314,0.060509554,0.140127388,0.431818181,0.304195804,0.346153846,0.409090909,0.755244755,0.104895105,6.510159109608102,0.346938775,0.2770154899917543,44.66196489647972,5.320682975808253,0.3482525199651718,108.35392129682275,"sa826786"
2015,"Mark Laird","PHI","A-",22,224,0.120535714,0.107142857,1.125,0.284974093,0.372197309,0.300518134,0.672715443,0.015544041,4.6602808344839834,0.321637426,0.9878645171411335,27.230461521322027,2.0716296865289348,0.332057953950001,110.03847678620382,"sa827130"
