Season,Name,Team,Level,Age,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,PlayerId
2017,"Cody Thomas","LAD","A",22,512,0.083984375,0.29296875,0.286666666,0.22173913,0.29296875,0.408695652,0.701664402,0.186956522,4.599603050823371,0.278911564,-1.6849489958112827,57.998363111739074,-2.286507035966003,0.3169435728086184,100.67444875440137,"19828"
2017,"Luis Rengifo","SEA","A",20,450,0.073333333,0.177777777,0.4125,0.25,0.317567567,0.4125,0.730067567,0.1625,7.295264481849783,0.28525641,0.044385526824044064,56.15879916212024,3.174050008863823,0.33181695948849926,108.78640052408697,"19858"
2017,"Emmanuel Rivera","KCR","A",21,508,0.061023622,0.171259842,0.356321839,0.310344827,0.364173228,0.467672413,0.831845641,0.157327586,4.49191574518917,0.358695652,-2.596237259916961,81.34074511755307,23.125696118958786,0.37662105188802386,137.9744326044721,"19890"
2017,"Diego Castillo","NYY","A",19,510,0.060784313,0.1,0.607843137,0.26349892,0.309859154,0.315334773,0.625193927,0.051835853,5.096826940759521,0.292978208,-0.39128517895005643,48.67118728472878,-9.773054820159183,0.29115932028538266,88.03776142921535,"19906"
2017,"Anderson Tejeda","TEX","A",19,446,0.080717488,0.295964125,0.272727272,0.246882793,0.309255079,0.411471321,0.7207264,0.164588528,7.100653567778933,0.343396226,-0.9344994053244591,54.51234067365864,3.40227797016839,0.3265554404420185,105.29220617702472,"19909"
2017,"Sandro Fabian","SFG","A",19,504,0.019841269,0.174603174,0.113636363,0.277083333,0.296593186,0.408333333,0.704926519,0.13125,2.8566934809478672,0.316883116,-0.7515948179643601,58.532638311390954,0.7759755253840263,0.3185110460063499,106.91845605035259,"19910"
2017,"Jesus Sanchez","TBR","A",19,512,0.0625,0.177734375,0.351648351,0.305263157,0.34765625,0.477894736,0.825550986,0.172631579,5.556978486102585,0.348525469,0.5633037146180868,78.55536344547706,18.27049329777198,0.36878469235756817,131.58339688731868,"19913"
2017,"Blake Perkins","WSN","A",20,572,0.125874125,0.206293706,0.610169491,0.255186721,0.3539823,0.37759336,0.73157566,0.122406639,7.492472423292357,0.317679558,2.7742103412747383,75.52144435815285,9.972215958160866,0.33951030164322954,115.40568812935118,"19921"
2017,"Ryan McKenna","BAL","A",20,530,0.081132075,0.241509433,0.3359375,0.256410256,0.331428571,0.38034188,0.711770451,0.123931624,6.119720241635005,0.336309523,3.0116861006245017,65.8157267023801,5.079553534555367,0.3291391907419477,111.22975531208618,"19928"
2017,"Luke Williams","PHI","A",20,442,0.063348416,0.187782805,0.337349397,0.21641791,0.268965517,0.263681592,0.532647109,0.047263682,5.892597817614994,0.267912772,4.857552743516862,28.7755018735522,-21.876174617350696,0.25108691193591587,64.76761721577975,"19931"
